country_code,indicator_code,year,value
AF,NY.GDP.MKTP.CD,2023,17152234636.8715
AF,NY.GDP.MKTP.CD,2022,14497243872.1337
AF,NY.GDP.MKTP.CD,2021,14259995441.0759
AF,NY.GDP.MKTP.CD,2020,19955929052.1496
AF,NY.GDP.MKTP.CD,2019,18799444490.1128
AF,NY.GDP.MKTP.CD,2018,18053222687.4126
AF,NY.GDP.MKTP.CD,2017,18753456497.8159
AF,NY.GDP.MKTP.CD,2016,18116572395.0772
AF,NY.GDP.MKTP.CD,2015,19134221644.7325
AF,NY.GDP.MKTP.CD,2014,20497128555.6972
AF,NY.GDP.MKTP.CD,2013,20146416757.5987
AF,NY.GDP.MKTP.CD,2012,19907329777.5872
AF,NY.GDP.MKTP.CD,2011,17805098206.3141
AF,NY.GDP.MKTP.CD,2010,15856668555.8336
AF,NY.GDP.MKTP.CD,2009,12416152732.0567
AF,NY.GDP.MKTP.CD,2008,10109297047.5432
AF,NY.GDP.MKTP.CD,2007,9747886187.39393
AF,NY.GDP.MKTP.CD,2006,6971758282.29351
AF,NY.GDP.MKTP.CD,2005,6203256538.70967
AF,NY.GDP.MKTP.CD,2004,5224896718.67782
AF,NY.GDP.MKTP.CD,2003,4520946818.54581
AF,NY.GDP.MKTP.CD,2002,3825701438.99963
AF,NY.GDP.MKTP.CD,2001,2813571753.87253
AF,NY.GDP.MKTP.CD,2000,3521418059.92345
AL,NY.GDP.MKTP.CD,2023,23491242727.4082
AL,NY.GDP.MKTP.CD,2022,19017247013.8821
AL,NY.GDP.MKTP.CD,2021,18031989573.0294
AL,NY.GDP.MKTP.CD,2020,15241458744.5927
AL,NY.GDP.MKTP.CD,2019,15585111614.0376
AL,NY.GDP.MKTP.CD,2018,15379508329.7568
AL,NY.GDP.MKTP.CD,2017,13258268435.6048
AL,NY.GDP.MKTP.CD,2016,11988668784.6628
AL,NY.GDP.MKTP.CD,2015,11470171826.9575
AL,NY.GDP.MKTP.CD,2014,13296322588.1684
AL,NY.GDP.MKTP.CD,2013,12796985886.1478
AL,NY.GDP.MKTP.CD,2012,12246499747.9714
AL,NY.GDP.MKTP.CD,2011,12973755874.5365
AL,NY.GDP.MKTP.CD,2010,12086545641.299
AL,NY.GDP.MKTP.CD,2009,12335540656.1006
AL,NY.GDP.MKTP.CD,2008,13258506375.4518
AL,NY.GDP.MKTP.CD,2007,11116937869.8568
AL,NY.GDP.MKTP.CD,2006,9150528132.17633
AL,NY.GDP.MKTP.CD,2005,8256658249.8128
AL,NY.GDP.MKTP.CD,2004,7406645793.44038
AL,NY.GDP.MKTP.CD,2003,5801712040.48463
AL,NY.GDP.MKTP.CD,2002,4515003116.68036
AL,NY.GDP.MKTP.CD,2001,4059064033.13379
AL,NY.GDP.MKTP.CD,2000,3584570164.85195
AL,NY.GDP.MKTP.CD,1999,3283941510.49964
AL,NY.GDP.MKTP.CD,1998,2600356999.20614
AL,NY.GDP.MKTP.CD,1997,2293666029.99318
AL,NY.GDP.MKTP.CD,1996,3234486232.04392
AL,NY.GDP.MKTP.CD,1995,2905092798.61916
AL,NY.GDP.MKTP.CD,1994,1880950864.41311
AL,NY.GDP.MKTP.CD,1993,1185315468.46295
AL,NY.GDP.MKTP.CD,1992,652174990.837304
AL,NY.GDP.MKTP.CD,1991,1099559027.77778
AL,NY.GDP.MKTP.CD,1990,2028553750.0
AL,NY.GDP.MKTP.CD,1989,2253090000.0
AL,NY.GDP.MKTP.CD,1988,2051236250.0
AL,NY.GDP.MKTP.CD,1987,2080796250.0
AL,NY.GDP.MKTP.CD,1986,2097326250.0
AL,NY.GDP.MKTP.CD,1985,1897050116.55012
AL,NY.GDP.MKTP.CD,1984,1857337995.338
AL,NY.GDP.MKTP.CD,1983,1881412587.41259
AL,NY.GDP.MKTP.CD,1982,1861163170.16317
AL,NY.GDP.MKTP.CD,1981,1808177156.17716
AL,NY.GDP.MKTP.CD,1980,1578102105.26316
DZ,NY.GDP.MKTP.CD,2023,247923887214.655
DZ,NY.GDP.MKTP.CD,2022,225581644702.568
DZ,NY.GDP.MKTP.CD,2021,186231205262.082
DZ,NY.GDP.MKTP.CD,2020,164873415325.201
DZ,NY.GDP.MKTP.CD,2019,193459662090.677
DZ,NY.GDP.MKTP.CD,2018,194554483655.528
DZ,NY.GDP.MKTP.CD,2017,189880896903.073
DZ,NY.GDP.MKTP.CD,2016,180763839522.151
DZ,NY.GDP.MKTP.CD,2015,187493855609.345
DZ,NY.GDP.MKTP.CD,2014,238942664192.59
DZ,NY.GDP.MKTP.CD,2013,229701430292.157
DZ,NY.GDP.MKTP.CD,2012,227143746075.934
DZ,NY.GDP.MKTP.CD,2011,218331946925.304
DZ,NY.GDP.MKTP.CD,2010,177785053939.531
DZ,NY.GDP.MKTP.CD,2009,150317292079.359
DZ,NY.GDP.MKTP.CD,2008,180383848331.135
DZ,NY.GDP.MKTP.CD,2007,142482739809.849
DZ,NY.GDP.MKTP.CD,2006,123084258693.01
DZ,NY.GDP.MKTP.CD,2005,107046618669.707
DZ,NY.GDP.MKTP.CD,2004,91913680985.1708
DZ,NY.GDP.MKTP.CD,2003,73482264190.9245
DZ,NY.GDP.MKTP.CD,2002,61516103406.1688
DZ,NY.GDP.MKTP.CD,2001,59413400923.6364
DZ,NY.GDP.MKTP.CD,2000,54790398570.3282
DZ,NY.GDP.MKTP.CD,1999,48640671734.9711
DZ,NY.GDP.MKTP.CD,1998,48187781984.4881
DZ,NY.GDP.MKTP.CD,1997,48177612042.1507
DZ,NY.GDP.MKTP.CD,1996,46941554225.3581
DZ,NY.GDP.MKTP.CD,1995,41764291671.7711
DZ,NY.GDP.MKTP.CD,1994,42543176828.9237
DZ,NY.GDP.MKTP.CD,1993,49945584452.6506
DZ,NY.GDP.MKTP.CD,1992,48003133346.9957
DZ,NY.GDP.MKTP.CD,1991,45715676428.2766
DZ,NY.GDP.MKTP.CD,1990,62048507531.3357
DZ,NY.GDP.MKTP.CD,1989,55634721572.7343
DZ,NY.GDP.MKTP.CD,1988,59089396860.4342
DZ,NY.GDP.MKTP.CD,1987,66745818375.493
DZ,NY.GDP.MKTP.CD,1986,63692007897.3834
DZ,NY.GDP.MKTP.CD,1985,57937868670.1937
DZ,NY.GDP.MKTP.CD,1984,53698548293.0745
DZ,NY.GDP.MKTP.CD,1983,48801369800.3675
DZ,NY.GDP.MKTP.CD,1982,45207167470.3497
DZ,NY.GDP.MKTP.CD,1981,44348590460.9288
DZ,NY.GDP.MKTP.CD,1980,42345829079.2062
DZ,NY.GDP.MKTP.CD,1979,33243706859.6596
DZ,NY.GDP.MKTP.CD,1978,26364491313.4471
DZ,NY.GDP.MKTP.CD,1977,20972113684.9558
DZ,NY.GDP.MKTP.CD,1976,17728240932.3158
DZ,NY.GDP.MKTP.CD,1975,15557902754.033
DZ,NY.GDP.MKTP.CD,1974,13209871625.9044
DZ,NY.GDP.MKTP.CD,1973,8707858912.12481
DZ,NY.GDP.MKTP.CD,1972,6766743956.88889
DZ,NY.GDP.MKTP.CD,1971,5077183093.88968
DZ,NY.GDP.MKTP.CD,1970,4863526896.57407
DZ,NY.GDP.MKTP.CD,1969,4257253264.08834
DZ,NY.GDP.MKTP.CD,1968,3852147026.77302
DZ,NY.GDP.MKTP.CD,1967,3370870376.29682
DZ,NY.GDP.MKTP.CD,1966,3039859187.45164
DZ,NY.GDP.MKTP.CD,1965,3136284306.85469
DZ,NY.GDP.MKTP.CD,1964,2909316435.2874
DZ,NY.GDP.MKTP.CD,1963,2702982017.63803
DZ,NY.GDP.MKTP.CD,1962,2001444543.91885
DZ,NY.GDP.MKTP.CD,1961,2434747055.94018
DZ,NY.GDP.MKTP.CD,1960,2723615451.30098
AS,NY.GDP.MKTP.CD,2022,871000000.0
AS,NY.GDP.MKTP.CD,2021,750000000.0
AS,NY.GDP.MKTP.CD,2020,721000000.0
AS,NY.GDP.MKTP.CD,2019,647000000.0
AS,NY.GDP.MKTP.CD,2018,639000000.0
AS,NY.GDP.MKTP.CD,2017,612000000.0
AS,NY.GDP.MKTP.CD,2016,671000000.0
AS,NY.GDP.MKTP.CD,2015,673000000.0
AS,NY.GDP.MKTP.CD,2014,643000000.0
AS,NY.GDP.MKTP.CD,2013,638000000.0
AS,NY.GDP.MKTP.CD,2012,640000000.0
AS,NY.GDP.MKTP.CD,2011,570000000.0
AS,NY.GDP.MKTP.CD,2010,573000000.0
AS,NY.GDP.MKTP.CD,2009,675000000.0
AS,NY.GDP.MKTP.CD,2008,560000000.0
AS,NY.GDP.MKTP.CD,2007,518000000.0
AS,NY.GDP.MKTP.CD,2006,493000000.0
AS,NY.GDP.MKTP.CD,2005,500000000.0
AS,NY.GDP.MKTP.CD,2004,509000000.0
AS,NY.GDP.MKTP.CD,2003,524000000.0
AS,NY.GDP.MKTP.CD,2002,512000000.0
AD,NY.GDP.MKTP.CD,2023,3785067331.88242
AD,NY.GDP.MKTP.CD,2022,3380612573.4825
AD,NY.GDP.MKTP.CD,2021,3324647529.41855
AD,NY.GDP.MKTP.CD,2020,2891001149.40079
AD,NY.GDP.MKTP.CD,2019,3155149347.92156
AD,NY.GDP.MKTP.CD,2018,3218419896.93333
AD,NY.GDP.MKTP.CD,2017,3000162081.22353
AD,NY.GDP.MKTP.CD,2016,2896610479.86771
AD,NY.GDP.MKTP.CD,2015,2789881258.60547
AD,NY.GDP.MKTP.CD,2014,3271685596.52156
AD,NY.GDP.MKTP.CD,2013,3193512950.0157
AD,NY.GDP.MKTP.CD,2012,3188652765.29297
AD,NY.GDP.MKTP.CD,2011,3629133574.51363
AD,NY.GDP.MKTP.CD,2010,3449925738.83334
AD,NY.GDP.MKTP.CD,2009,3688976340.67187
AD,NY.GDP.MKTP.CD,2008,4102319398.76562
AD,NY.GDP.MKTP.CD,2007,3957625367.30589
AD,NY.GDP.MKTP.CD,2006,3459337986.67058
AD,NY.GDP.MKTP.CD,2005,3161084091.26848
AD,NY.GDP.MKTP.CD,2004,2900245324.32047
AD,NY.GDP.MKTP.CD,2003,2366941808.98431
AD,NY.GDP.MKTP.CD,2002,1764279824.23138
AD,NY.GDP.MKTP.CD,2001,1548265807.99606
AD,NY.GDP.MKTP.CD,2000,1432606188.65883
AD,NY.GDP.MKTP.CD,1999,1240295103.08568
AD,NY.GDP.MKTP.CD,1998,1211953994.05714
AD,NY.GDP.MKTP.CD,1997,1180645571.8643
AD,NY.GDP.MKTP.CD,1996,1224024139.21295
AD,NY.GDP.MKTP.CD,1995,1178745282.8678
AD,NY.GDP.MKTP.CD,1994,1017544068.8408
AD,NY.GDP.MKTP.CD,1993,1007090269.86956
AD,NY.GDP.MKTP.CD,1992,1209992020.29543
AD,NY.GDP.MKTP.CD,1991,1106891361.53948
AD,NY.GDP.MKTP.CD,1990,1028989692.06787
AD,NY.GDP.MKTP.CD,1989,795489582.04491
AD,NY.GDP.MKTP.CD,1988,721425939.15155
AD,NY.GDP.MKTP.CD,1987,611299924.540506
AD,NY.GDP.MKTP.CD,1986,481996012.869071
AD,NY.GDP.MKTP.CD,1985,346742714.675152
AD,NY.GDP.MKTP.CD,1984,330073080.637098
AD,NY.GDP.MKTP.CD,1983,327850042.515872
AD,NY.GDP.MKTP.CD,1982,375914743.581006
AD,NY.GDP.MKTP.CD,1981,388983266.199886
AD,NY.GDP.MKTP.CD,1980,446377776.798001
AD,NY.GDP.MKTP.CD,1979,411548748.354729
AD,NY.GDP.MKTP.CD,1978,308020261.164149
AD,NY.GDP.MKTP.CD,1977,253997897.226968
AD,NY.GDP.MKTP.CD,1976,227283850.831271
AD,NY.GDP.MKTP.CD,1975,220112572.205331
AD,NY.GDP.MKTP.CD,1974,186557081.998137
AD,NY.GDP.MKTP.CD,1973,150841639.297444
AD,NY.GDP.MKTP.CD,1972,113414397.365635
AD,NY.GDP.MKTP.CD,1971,89406608.1458151
AD,NY.GDP.MKTP.CD,1970,78617711.0965325
AO,NY.GDP.MKTP.CD,2023,106042349567.303
AO,NY.GDP.MKTP.CD,2022,128233959333.275
AO,NY.GDP.MKTP.CD,2021,78283923543.8237
AO,NY.GDP.MKTP.CD,2020,58512033805.8981
AO,NY.GDP.MKTP.CD,2019,81193813808.0382
AO,NY.GDP.MKTP.CD,2018,90506061877.2765
AO,NY.GDP.MKTP.CD,2017,85629598654.1906
AO,NY.GDP.MKTP.CD,2016,60770049747.3832
AO,NY.GDP.MKTP.CD,2015,102543067840.819
AO,NY.GDP.MKTP.CD,2014,153449860495.966
AO,NY.GDP.MKTP.CD,2013,148845200696.335
AO,NY.GDP.MKTP.CD,2012,143572907527.976
AO,NY.GDP.MKTP.CD,2011,125551634704.941
AO,NY.GDP.MKTP.CD,2010,95546919754.2873
AO,NY.GDP.MKTP.CD,2009,81705175408.8809
AO,NY.GDP.MKTP.CD,2008,98790432989.3077
AO,NY.GDP.MKTP.CD,2007,73037821926.4655
AO,NY.GDP.MKTP.CD,2006,58653659979.5501
AO,NY.GDP.MKTP.CD,2005,41396636383.8231
AO,NY.GDP.MKTP.CD,2004,26997977896.2907
AO,NY.GDP.MKTP.CD,2003,20342128111.9406
AO,NY.GDP.MKTP.CD,2002,17311512433.1938
AO,NY.GDP.MKTP.CD,2001,8936079117.73136
AO,NY.GDP.MKTP.CD,2000,9129594970.15301
AO,NY.GDP.MKTP.CD,1999,6152923310.44546
AO,NY.GDP.MKTP.CD,1998,6506221615.78722
AO,NY.GDP.MKTP.CD,1997,7648380195.59902
AO,NY.GDP.MKTP.CD,1996,7526421519.16979
AO,NY.GDP.MKTP.CD,1995,5538749259.94714
AO,NY.GDP.MKTP.CD,1994,4438321017.39068
AO,NY.GDP.MKTP.CD,1993,5768720421.61367
AO,NY.GDP.MKTP.CD,1992,8307810973.58848
AO,NY.GDP.MKTP.CD,1991,10603784541.197
AO,NY.GDP.MKTP.CD,1990,11229515599.3048
AO,NY.GDP.MKTP.CD,1989,10201780976.6695
AO,NY.GDP.MKTP.CD,1988,8769836768.83478
AO,NY.GDP.MKTP.CD,1987,8084412414.26566
AO,NY.GDP.MKTP.CD,1986,7072536108.69707
AO,NY.GDP.MKTP.CD,1985,7554065410.12097
AO,NY.GDP.MKTP.CD,1984,6131475065.17815
AO,NY.GDP.MKTP.CD,1983,5784341596.36339
AO,NY.GDP.MKTP.CD,1982,5550483035.96494
AO,NY.GDP.MKTP.CD,1981,5550483035.96494
AO,NY.GDP.MKTP.CD,1980,5930503400.9626
AG,NY.GDP.MKTP.CD,2023,2054096296.2963
AG,NY.GDP.MKTP.CD,2022,1857114814.81481
AG,NY.GDP.MKTP.CD,2021,1602125925.92593
AG,NY.GDP.MKTP.CD,2020,1411637037.03704
AG,NY.GDP.MKTP.CD,2019,1726448148.14815
AG,NY.GDP.MKTP.CD,2018,1661529629.62963
AG,NY.GDP.MKTP.CD,2017,1534855555.55556
AG,NY.GDP.MKTP.CD,2016,1489603703.7037
AG,NY.GDP.MKTP.CD,2015,1437485185.18519
AG,NY.GDP.MKTP.CD,2014,1378707407.40741
AG,NY.GDP.MKTP.CD,2013,1325496296.2963
AG,NY.GDP.MKTP.CD,2012,1364729629.62963
AG,NY.GDP.MKTP.CD,2011,1287359259.25926
AG,NY.GDP.MKTP.CD,2010,1298348148.14815
AG,NY.GDP.MKTP.CD,2009,1386518518.51852
AG,NY.GDP.MKTP.CD,2008,1557640740.74074
AG,NY.GDP.MKTP.CD,2007,1487381481.48148
AG,NY.GDP.MKTP.CD,2006,1303674074.07407
AG,NY.GDP.MKTP.CD,2005,1143896296.2963
AG,NY.GDP.MKTP.CD,2004,1026329629.62963
AG,NY.GDP.MKTP.CD,2003,948100000.0
AG,NY.GDP.MKTP.CD,2002,898092592.592592
AG,NY.GDP.MKTP.CD,2001,877774074.074074
AG,NY.GDP.MKTP.CD,2000,901003703.703704
AG,NY.GDP.MKTP.CD,1999,835544444.444444
AG,NY.GDP.MKTP.CD,1998,789788888.888889
AG,NY.GDP.MKTP.CD,1997,734422222.222222
AG,NY.GDP.MKTP.CD,1996,679140740.740741
AG,NY.GDP.MKTP.CD,1995,616051851.851852
AG,NY.GDP.MKTP.CD,1994,625081481.481481
AG,NY.GDP.MKTP.CD,1993,565662962.962963
AG,NY.GDP.MKTP.CD,1992,525133333.333333
AG,NY.GDP.MKTP.CD,1991,504337037.037037
AG,NY.GDP.MKTP.CD,1990,478718518.518519
AG,NY.GDP.MKTP.CD,1989,455174074.074074
AG,NY.GDP.MKTP.CD,1988,411396296.296296
AG,NY.GDP.MKTP.CD,1987,346866666.666667
AG,NY.GDP.MKTP.CD,1986,297562962.962963
AG,NY.GDP.MKTP.CD,1985,246370370.37037
AG,NY.GDP.MKTP.CD,1984,212214814.814815
AG,NY.GDP.MKTP.CD,1983,184866666.666667
AG,NY.GDP.MKTP.CD,1982,166444444.444444
AG,NY.GDP.MKTP.CD,1981,149388888.888889
AG,NY.GDP.MKTP.CD,1980,132451851.851852
AG,NY.GDP.MKTP.CD,1979,109596296.296296
AG,NY.GDP.MKTP.CD,1978,88040740.7407407
AG,NY.GDP.MKTP.CD,1977,77507407.4074074
AR,NY.GDP.MKTP.CD,2023,649461687959.174
AR,NY.GDP.MKTP.CD,2022,633993756301.08
AR,NY.GDP.MKTP.CD,2021,486564085480.036
AR,NY.GDP.MKTP.CD,2020,385740508436.965
AR,NY.GDP.MKTP.CD,2019,447754683615.225
AR,NY.GDP.MKTP.CD,2018,524819892360.176
AR,NY.GDP.MKTP.CD,2017,643628393281.364
AR,NY.GDP.MKTP.CD,2016,557532320662.955
AR,NY.GDP.MKTP.CD,2015,594749285413.212
AR,NY.GDP.MKTP.CD,2014,526319673731.638
AR,NY.GDP.MKTP.CD,2013,552025140252.246
AR,NY.GDP.MKTP.CD,2012,545982375701.128
AR,NY.GDP.MKTP.CD,2011,530158122010.442
AR,NY.GDP.MKTP.CD,2010,423627422092.49
AR,NY.GDP.MKTP.CD,2009,332976484577.619
AR,NY.GDP.MKTP.CD,2008,361558037110.419
AR,NY.GDP.MKTP.CD,2007,287530508430.568
AR,NY.GDP.MKTP.CD,2006,232557260817.308
AR,NY.GDP.MKTP.CD,2005,198737095012.282
AR,NY.GDP.MKTP.CD,2004,164657930452.787
AR,NY.GDP.MKTP.CD,2003,127586973492.177
AR,NY.GDP.MKTP.CD,2002,97724004251.8602
AR,NY.GDP.MKTP.CD,2001,268696750000.0
AR,NY.GDP.MKTP.CD,2000,284203750000.0
AR,NY.GDP.MKTP.CD,1999,283523000000.0
AR,NY.GDP.MKTP.CD,1998,298948250000.0
AR,NY.GDP.MKTP.CD,1997,292859000000.0
AR,NY.GDP.MKTP.CD,1996,272149750000.0
AR,NY.GDP.MKTP.CD,1995,258031750000.0
AR,NY.GDP.MKTP.CD,1994,257440000000.0
AR,NY.GDP.MKTP.CD,1993,236741715015.015
AR,NY.GDP.MKTP.CD,1992,228778917308.17
AR,NY.GDP.MKTP.CD,1991,189719984268.485
AR,NY.GDP.MKTP.CD,1990,141352654305.163
AR,NY.GDP.MKTP.CD,1989,76629728760.123
AR,NY.GDP.MKTP.CD,1988,126890235049.092
AR,NY.GDP.MKTP.CD,1987,108810885301.253
AR,NY.GDP.MKTP.CD,1986,105872372613.857
AR,NY.GDP.MKTP.CD,1985,88150891728.1064
AR,NY.GDP.MKTP.CD,1984,116915052107.031
AR,NY.GDP.MKTP.CD,1983,103979106777.911
AR,NY.GDP.MKTP.CD,1982,84307486836.724
AR,NY.GDP.MKTP.CD,1981,78676842366.5529
AR,NY.GDP.MKTP.CD,1980,76961923741.0701
AR,NY.GDP.MKTP.CD,1979,69252328951.6441
AR,NY.GDP.MKTP.CD,1978,89049453088.3282
AR,NY.GDP.MKTP.CD,1977,56781000101.0848
AR,NY.GDP.MKTP.CD,1976,51169499892.1722
AR,NY.GDP.MKTP.CD,1975,52438647921.9226
AR,NY.GDP.MKTP.CD,1974,72436777342.4554
AR,NY.GDP.MKTP.CD,1973,52544000116.9037
AR,NY.GDP.MKTP.CD,1972,34733000536.2862
AR,NY.GDP.MKTP.CD,1971,33293199095.4881
AR,NY.GDP.MKTP.CD,1970,31584210365.5447
AR,NY.GDP.MKTP.CD,1969,31256284543.6155
AR,NY.GDP.MKTP.CD,1968,26436857247.4982
AR,NY.GDP.MKTP.CD,1967,24256667553.2569
AR,NY.GDP.MKTP.CD,1966,28630474727.9023
AR,NY.GDP.MKTP.CD,1965,28344705966.6389
AR,NY.GDP.MKTP.CD,1964,25605249381.7597
AR,NY.GDP.MKTP.CD,1963,18272123664.4715
AR,NY.GDP.MKTP.CD,1962,18337691145.3688
AR,NY.GDP.MKTP.CD,1961,20132220374.9093
AR,NY.GDP.MKTP.CD,1960,15865474315.4056
AM,NY.GDP.MKTP.CD,2023,24185982215.6543
AM,NY.GDP.MKTP.CD,2022,19513506553.1251
AM,NY.GDP.MKTP.CD,2021,13878908628.9378
AM,NY.GDP.MKTP.CD,2020,12641698583.2152
AM,NY.GDP.MKTP.CD,2019,13619290539.2116
AM,NY.GDP.MKTP.CD,2018,12457940694.7395
AM,NY.GDP.MKTP.CD,2017,11527458709.0158
AM,NY.GDP.MKTP.CD,2016,10546136235.5219
AM,NY.GDP.MKTP.CD,2015,10553337518.414
AM,NY.GDP.MKTP.CD,2014,11609513246.7958
AM,NY.GDP.MKTP.CD,2013,11121464437.0415
AM,NY.GDP.MKTP.CD,2012,10619320682.9474
AM,NY.GDP.MKTP.CD,2011,10142111824.5835
AM,NY.GDP.MKTP.CD,2010,9260285755.62424
AM,NY.GDP.MKTP.CD,2009,8647937081.2562
AM,NY.GDP.MKTP.CD,2008,11662040713.8753
AM,NY.GDP.MKTP.CD,2007,9206301269.79164
AM,NY.GDP.MKTP.CD,2006,6384452066.5146
AM,NY.GDP.MKTP.CD,2005,4900469511.10191
AM,NY.GDP.MKTP.CD,2004,3576615240.41616
AM,NY.GDP.MKTP.CD,2003,2807061008.69084
AM,NY.GDP.MKTP.CD,2002,2376335048.39976
AM,NY.GDP.MKTP.CD,2001,2118467913.37873
AM,NY.GDP.MKTP.CD,2000,1911563668.85006
AM,NY.GDP.MKTP.CD,1999,1845482173.02732
AM,NY.GDP.MKTP.CD,1998,1893726437.26462
AM,NY.GDP.MKTP.CD,1997,1639492444.76152
AM,NY.GDP.MKTP.CD,1996,1596968946.23708
AM,NY.GDP.MKTP.CD,1995,1468317435.20148
AM,NY.GDP.MKTP.CD,1994,1315158636.67553
AM,NY.GDP.MKTP.CD,1993,1201312829.27524
AM,NY.GDP.MKTP.CD,1992,1272835453.42634
AM,NY.GDP.MKTP.CD,1991,2069870129.87013
AM,NY.GDP.MKTP.CD,1990,2256863448.77086
AW,NY.GDP.MKTP.CD,2023,3746573413.07565
AW,NY.GDP.MKTP.CD,2022,3326671314.7742
AW,NY.GDP.MKTP.CD,2021,2889305033.55975
AW,NY.GDP.MKTP.CD,2020,2461056053.22795
AW,NY.GDP.MKTP.CD,2019,3347561738.94591
AW,NY.GDP.MKTP.CD,2018,3276187709.49721
AW,NY.GDP.MKTP.CD,2017,3092427932.96089
AW,NY.GDP.MKTP.CD,2016,2983637430.1676
AW,NY.GDP.MKTP.CD,2015,2962906703.91061
AW,NY.GDP.MKTP.CD,2014,2790849720.67039
AW,NY.GDP.MKTP.CD,2013,2727849162.01117
AW,NY.GDP.MKTP.CD,2012,2615208379.88827
AW,NY.GDP.MKTP.CD,2011,2637859217.87709
AW,NY.GDP.MKTP.CD,2010,2453597206.70391
AW,NY.GDP.MKTP.CD,2009,2553793296.08939
AW,NY.GDP.MKTP.CD,2008,2843024581.00559
AW,NY.GDP.MKTP.CD,2007,2677641340.78212
AW,NY.GDP.MKTP.CD,2006,2469782681.56425
AW,NY.GDP.MKTP.CD,2005,2360017318.43575
AW,NY.GDP.MKTP.CD,2004,2254830726.25698
AW,NY.GDP.MKTP.CD,2003,2044111731.84358
AW,NY.GDP.MKTP.CD,2002,1961843575.41899
AW,NY.GDP.MKTP.CD,2001,1896456983.24022
AW,NY.GDP.MKTP.CD,2000,1873452513.96648
AW,NY.GDP.MKTP.CD,1999,1722905027.93296
AW,NY.GDP.MKTP.CD,1998,1665363128.49162
AW,NY.GDP.MKTP.CD,1997,1531843575.41899
AW,NY.GDP.MKTP.CD,1996,1379888268.15642
AW,NY.GDP.MKTP.CD,1995,1320670391.06145
AW,NY.GDP.MKTP.CD,1994,1245810055.86592
AW,NY.GDP.MKTP.CD,1993,1083240223.46369
AW,NY.GDP.MKTP.CD,1992,958659217.877095
AW,NY.GDP.MKTP.CD,1991,872067039.106145
AW,NY.GDP.MKTP.CD,1990,764804469.273743
AW,NY.GDP.MKTP.CD,1989,695530726.256983
AW,NY.GDP.MKTP.CD,1988,596648044.692737
AW,NY.GDP.MKTP.CD,1987,487709497.206704
AW,NY.GDP.MKTP.CD,1986,405586592.178771
AU,NY.GDP.MKTP.CD,2023,1734451264655.6
AU,NY.GDP.MKTP.CD,2022,1695627535475.8
AU,NY.GDP.MKTP.CD,2021,1560617493202.69
AU,NY.GDP.MKTP.CD,2020,1333336461648.09
AU,NY.GDP.MKTP.CD,2019,1398349602956.35
AU,NY.GDP.MKTP.CD,2018,1433144978761.67
AU,NY.GDP.MKTP.CD,2017,1330890554614.09
AU,NY.GDP.MKTP.CD,2016,1211588128417.61
AU,NY.GDP.MKTP.CD,2015,1356805839935.9
AU,NY.GDP.MKTP.CD,2014,1474677007565.64
AU,NY.GDP.MKTP.CD,2013,1583737461925.39
AU,NY.GDP.MKTP.CD,2012,1552728401401.58
AU,NY.GDP.MKTP.CD,2011,1402939868653.4
AU,NY.GDP.MKTP.CD,2010,1152566632022.13
AU,NY.GDP.MKTP.CD,2009,931761689770.843
AU,NY.GDP.MKTP.CD,2008,1058448244063.77
AU,NY.GDP.MKTP.CD,2007,856603595823.192
AU,NY.GDP.MKTP.CD,2006,749708370332.989
AU,NY.GDP.MKTP.CD,2005,696811489612.816
AU,NY.GDP.MKTP.CD,2004,615643050220.515
AU,NY.GDP.MKTP.CD,2003,468517181129.878
AU,NY.GDP.MKTP.CD,2002,396436967262.563
AU,NY.GDP.MKTP.CD,2001,380360222861.197
AU,NY.GDP.MKTP.CD,2000,416901962163.479
AU,NY.GDP.MKTP.CD,1999,390347787943.351
AU,NY.GDP.MKTP.CD,1998,400361527504.578
AU,NY.GDP.MKTP.CD,1997,436321902767.408
AU,NY.GDP.MKTP.CD,1996,401962517479.122
AU,NY.GDP.MKTP.CD,1995,368725126225.126
AU,NY.GDP.MKTP.CD,1994,323269456935.317
AU,NY.GDP.MKTP.CD,1993,312568858909.5
AU,NY.GDP.MKTP.CD,1992,325982966981.415
AU,NY.GDP.MKTP.CD,1991,326416407860.792
AU,NY.GDP.MKTP.CD,1990,311840666465.053
AU,NY.GDP.MKTP.CD,1989,300264309002.14
AU,NY.GDP.MKTP.CD,1988,236461079970.431
AU,NY.GDP.MKTP.CD,1987,189726707252.515
AU,NY.GDP.MKTP.CD,1986,182707050923.335
AU,NY.GDP.MKTP.CD,1985,180861108959.102
AU,NY.GDP.MKTP.CD,1984,193749932078.26
AU,NY.GDP.MKTP.CD,1983,177523719680.081
AU,NY.GDP.MKTP.CD,1982,194323071830.52
AU,NY.GDP.MKTP.CD,1981,177151979565.773
AU,NY.GDP.MKTP.CD,1980,150200557103.064
AU,NY.GDP.MKTP.CD,1979,135093718050.665
AU,NY.GDP.MKTP.CD,1978,118660813779.849
AU,NY.GDP.MKTP.CD,1977,110504702913.512
AU,NY.GDP.MKTP.CD,1976,105209354855.787
AU,NY.GDP.MKTP.CD,1975,97440939505.6671
AU,NY.GDP.MKTP.CD,1974,89086219602.0634
AU,NY.GDP.MKTP.CD,1973,63923126201.1531
AU,NY.GDP.MKTP.CD,1972,52117990654.2056
AU,NY.GDP.MKTP.CD,1971,45283847245.4156
